89.6 74.3 73.75
75.734 78.7024 91.0522
0.62532 0.590887 0.60167
0.369947 0.335896 0.380748
80.45 102.55 73.55
86.5386 84.151 83.9283
0.611839 0.58798 0.603529
0.354688 0.364749 0.42671
58.45 81.1 85.8
81.9664 84.4538 83.1607
0.61706 0.615164 0.608451
0.294316 0.316056 0.390889
61.45 94.8 76.35
92.6207 81.8549 85.3521
0.611693 0.610173 0.609177
0.348195 0.323802 0.418527
79.55 64.7 101.2
82.8468 90.9956 86.2721
0.617015 0.615097 0.616814
0.296277 0.298772 0.380638
64 81.65 75.3
90.6063 79.6654 81.0057
0.614808 0.618301 0.61674
0.33039 0.305531 0.404399
57.6 64.05 83.35
84.0128 86.3919 84.3602
0.608605 0.608332 0.607127
0.292765 0.288431 0.367106
78.75 89.5 63.8
90.2548 80.877 85.0811
0.606967 0.606827 0.60706
0.301606 0.28827 0.38504
48.1 68.9 79.7
84.0911 86.1159 78.3355
0.648577 0.649515 0.650269
0.310156 0.315635 0.408078
67.15 85.5 72.35
92.8018 82.6489 83.8833
0.649403 0.6491 0.650292
0.342473 0.337077 0.408146
53.75 88.65 82.8
73.5377 78.3204 75.3565
0.63149 0.585667 0.621781
0.386513 0.385161 0.421677
140.8 95.45 78.75
83.4304 71.4194 75.511
0.590908 0.594961 0.622484
0.359184 0.356697 0.419702
75.35 57.4 86.85
80.3131 93.1847 83.8141
0.588189 0.583043 0.58749
0.297081 0.303687 0.395418
113.6 69.3 75.7
85.1761 80.1512 81.7532
0.582668 0.590117 0.586918
0.327941 0.317082 0.414849
51.8 68 74.15
79.027 87.3822 82.5705
0.626217 0.626643 0.620756
0.304301 0.316975 0.385769
85.35 53.85 73.75
89.3062 85.6116 83.0387
0.622445 0.626226 0.620697
0.3321 0.352391 0.412264
79.9 89.95 71.3
80.5827 87.6474 92.9911
0.557373 0.556306 0.554389
0.288204 0.294646 0.354609
80.5 74.5 71.1
90.7384 82.4336 84.3661
0.55595 0.557302 0.554443
0.293855 0.304857 0.395775
65.3 73.5 74.15
81.0691 82.6213 83.5748
0.645641 0.64557 0.646209
0.310786 0.304799 0.387948
69.15 72.15 64.05
92.1202 82.6207 86.8115
0.644128 0.642538 0.646131
0.343502 0.332574 0.441008
65.7 81.2 89.35
72.0332 76.4675 79.8523
0.648423 0.63571 0.644509
0.380652 0.395772 0.417781
114.55 99.45 71.65
88.769 74.281 77.2344
0.636117 0.646779 0.644632
0.387039 0.36763 0.434236
65.3 92.8 93.8
80.7714 81.2872 80.4101
0.622209 0.617984 0.626707
0.300632 0.326957 0.414821
104.35 64.85 113.15
88.4261 78.0658 74.8564
0.615994 0.618378 0.626621
0.342986 0.329349 0.390807
26.15 50.1 101.5
88.7716 95.6007 80.0059
0.624336 0.627151 0.622992
0.257088 0.274308 0.395399
61.6 69.3 101.05
93.3032 83.4391 78.6078
0.621067 0.624846 0.623014
0.343499 0.344049 0.390662
65.2 73 93.95
81.4897 89.6455 83.6418
0.543862 0.543732 0.544391
0.269913 0.283535 0.377628
87.35 97.15 92.3
90.1184 80.4516 79.6313
0.543661 0.543937 0.544395
0.314958 0.286957 0.372262
73.8 66.65 82.1
75.2657 84.7306 79.8123
0.691757 0.691103 0.691086
0.335654 0.341653 0.421244
64.4 72.85 88.95
93.2499 84.0011 80.9146
0.690772 0.691037 0.691072
0.37968 0.378732 0.441639
68.3 86 78.85
71.531 67.0354 72.0109
0.675501 0.662515 0.645273
0.407019 0.434345 0.456445
116.85 120.3 106.5
77.9915 70.2863 75.1714
0.651627 0.663296 0.640943
0.355449 0.398208 0.425052
49.7 56.6 86.2
72.777 84.8349 70.6796
0.692498 0.68386 0.684128
0.342383 0.331568 0.457297
119.85 45.95 92.2
85.1073 83.0398 78.2358
0.674348 0.68236 0.68499
0.334645 0.373125 0.444115
57.4 73 92.5
76.8698 86.0388 77.5971
0.638362 0.641417 0.636552
0.295491 0.315144 0.423535
82.45 58.35 99.9
92.0977 83.9174 78.7734
0.63912 0.63871 0.636127
0.373086 0.347607 0.41605
60.35 64.3 82.9
81.3163 92.7279 84.8878
0.623941 0.624499 0.623667
0.301626 0.296884 0.388247
75.45 61.45 73.45
87.5238 85.0487 83.3442
0.624566 0.623485 0.623704
0.313809 0.329019 0.414844
78.1 80.4 85.35
82.3459 90.4114 86.4944
0.525026 0.524269 0.52511
0.276732 0.260424 0.364881
65.85 58.7 86.1
92.177 87.1641 81.7116
0.524174 0.524039 0.524895
0.303349 0.304342 0.357732
63 84.35 88.5
41.5758 49.3821 39.0287
0.821235 0.856741 0.802873
0.4897 0.515097 0.509047
131.25 111.35 98.75
85.3517 71.1996 73.7051
0.788679 0.836944 0.780524
0.46042 0.492204 0.484317
39.2 50.35 122.25
71.6635 77.0791 52.2799
0.834548 0.840353 0.822198
0.398099 0.453076 0.523966
69.2 101.9 120.5
88.9854 79.3858 66.4639
0.834651 0.82507 0.822198
0.449965 0.414217 0.466161
39.9 49.9 121.85
67.8871 74.1601 52.0593
0.830631 0.831793 0.830686
0.391046 0.409188 0.552713
52.95 61.25 120.8
90.7624 80.5954 66.3575
0.829416 0.828355 0.830686
0.453489 0.427118 0.512035
34.2 37.75 115
75.5217 84.3277 57.7755
0.790938 0.790986 0.790988
0.365268 0.367783 0.520663
51.3 57.8 125.45
91.431 80.9011 67.0125
0.791073 0.791134 0.790988
0.419205 0.415956 0.471956
46.25 40.45 126
79.4016 89.8123 65.6898
0.698979 0.698932 0.699727
0.323628 0.323105 0.470739
61.1 56.05 128.7
93.6395 88.8074 67.6532
0.699245 0.699252 0.699727
